recoil_energy_keV,s1_light_yield,s2_charge_yield,label,position_x_mm,position_y_mm,position_z_mm
6.422409510989153,65.55298655737455,1373.6435109894949,Background,-119.06004304316365,389.74240466301256,-516.6897935552795
8.425104968300499,86.5997093746771,2515.3333287510613,Background,53.966575961764796,194.71857049961315,-825.6858109686664
16.448305487462974,12.944912342943514,345.16353287662474,Background,74.26255238774127,-428.4249640651985,-608.854580797426
16.41680251633336,56.97185764795051,2559.4691002061436,Background,-62.98986467823031,360.1146618952565,-333.7609063596583
19.36397694495195,94.29954937149483,3073.3579798769347,Background,98.79573427768374,-403.8386285416826,-129.61286466220267
10.928968508454705,25.631298587849084,1204.947408949894,Background,280.49223261943337,-320.86135788208526,-760.1332183878231
4.895697747212137,35.49406484779972,953.1364484893462,Background,63.00812368012287,-83.0778790855835,-318.2022656126312
8.96339885642931,28.44486644939507,762.7054181118037,Background,-360.1688185358416,304.8693218895327,-896.1606719938214
17.746795097613862,33.77595444601657,1064.5849564250677,Background,64.32689046675233,254.63090166166702,-277.8110514378469
3.0690748696053287,53.85504219097376,2028.1866839203044,Background,-358.2841036502307,-485.87764934602416,-888.503241896277
13.069257355494782,26.25000466190454,1167.904115445247,Background,-128.0771479513043,-383.17659746743294,-672.6508741449178
6.588447081981123,70.46050814139848,2121.3982875719853,Background,-74.27856862793902,-424.58175714693505,-309.3560755252116
11.348491784384828,,2317.159503987469,Background,-131.99002176754348,-39.578690045494525,-780.3131323327776
13.497882035050804,89.82932036485907,3402.0850206816754,Background,-316.5871116928941,149.9849386165879,-780.4856609271743
4.805594559872926,86.58157808927649,2290.9756391652336,Background,-152.37495203212592,-6.558285247085238,-841.7704472356494
8.524649052473633,19.630754875554892,762.1036699497911,Background,-270.1030365466749,-355.44932644322546,-353.61767993752255
5.6232188985872416,66.14199611046976,1564.904693424817,Background,-125.8492712088377,73.34016161069835,-217.1854113561239
3.994528164397885,62.81881125025769,1449.6915695456041,Background,254.82669688118708,-412.01836081556286,-122.60067060145563
6.716866380658391,54.91786964401782,1644.9262403214307,Background,-31.413846620046648,-474.67615170617495,-37.813935688892684
8.027768325979078,6.8319188640647415,203.09489513044872,Background,-393.294254395819,-418.5293327453652,-838.8748784243195
12.96776032098949,56.79443454093036,1193.1125593776958,Background,-281.6653850638625,-215.8022783015605,-715.2140737862975
7.3849526723433865,14.300729793590017,665.166600686006,Background,-356.75994341799355,207.16490043900293,-319.11461613992765
4.1905770369772295,82.97199814657985,2290.480556722752,Background,-349.4436075225528,188.6388529044658,-52.062103242116244
7.145269667793508,15.952734419178823,688.6801892611388,Background,-101.27994936519569,-161.9552594318301,-334.916836041503
19.43412894507523,92.67242364716704,3020.144697382728,Background,-458.66497412640604,413.7605243493007,-562.5303600701785
13.777081864916735,30.24829509925455,1332.3920266962634,Background,-75.99458602452735,-429.34794678859544,-628.3437551821901
3.5159964659647964,70.1734164059605,3097.791870390686,Background,-384.9216180413363,-385.27614638012886,-256.39266847686446
19.39590063911627,60.426674604936885,1285.142571758647,Background,392.589784299217,-318.429102410497,-412.0601124448838
19.60247753703786,97.48592289169977,2494.0384481622723,Background,355.1940636601066,-125.22677149337325,-177.21596002406125
9.81507107020645,,541.340119008618,Background,380.40219529278716,484.03407534318734,-742.1845786942171
15.630736462896566,47.08464389815177,1955.564866514234,Background,-445.0870732940755,291.6561699340806,-439.489704081356
4.695592163925934,71.31361666731324,2584.2875165019536,Background,-498.8691897282087,168.87947337049513,-718.6051724527755
16.617137564033328,14.063747196123694,446.1038470057717,Background,367.3312505745434,135.2341939797028,-627.3060365860734
6.024029233012494,41.380496932985686,1787.84994684036,Background,83.08768561804824,-253.72893279751884,-766.2878435468718
12.15193646725103,21.49791084815169,604.0841393118804,Background,-28.935638745966163,-84.17678762503388,-45.44516816706201
6.183999768493729,51.02454577771884,2169.251582169355,Background,-284.19801419578573,76.4315123736975,-118.6119604154876
5.231008402329797,93.33742757539174,2950.6399408453244,Background,391.12864001656,152.30904631233432,-33.315403262345725
11.467194428637647,51.4262580195807,1619.0691868225153,Background,-119.21241018264928,296.4816124768621,-834.6072198111973
1.3019208748645115,20.00472923977351,791.6795211204459,Background,298.5689211741791,-281.20155432681617,-890.227540790441
14.612738805930453,75.22894295375423,2793.7949861561674,Background,143.93792419133246,-220.84009835281705,-86.59215702513757
1.6832109124085572,88.79455752563263,3017.5606372217185,Background,-424.5741270588962,-229.0713705637064,-853.2860893907
13.600679020629077,8.784708438352771,178.06524304435845,Background,-129.4711887065687,-331.7675194582446,-324.7903472538799
18.466129515062985,70.85652835743765,3054.600641709279,Background,418.4908415840396,328.3406000949424,-455.98463910074196
10.797269669715599,22.288947874795795,798.597695406395,Background,196.3986167564641,27.690461262656065,-289.9011612946739
9.706898618755488,25.087070008239436,1096.162080375553,Background,331.70384167953705,-177.0587362923698,-241.07946388322344
4.51009557215395,35.71030179839478,1017.5279685864303,Background,450.20982559779486,354.34948938167565,-434.46627996037256
3.0647515183049236,13.901002383564405,647.3020034864852,Background,261.86335370354976,45.079253305748246,-127.41741316272504
8.680830228928407,27.49102207012072,1300.5270431793497,Background,-41.43261746419435,-179.89666261832903,-201.01388834837752
5.6749227432730365,17.81861578481039,736.3180715458684,Background,244.1090204696288,499.57832713036174,-340.87096633942184
8.382566692591993,40.54738921645475,984.3028688773063,Background,181.86086054179086,51.02127746040852,-925.2940873653702
7.325426836859847,32.145437885692814,1019.0888864328084,Background,309.1715030267951,162.67837022585198,-911.4931550780924
12.98903140721619,24.71466694072833,801.9919462520592,Background,175.8010996021734,-84.96077976649741,-354.656526005922
14.961614926630421,45.1061730072787,1189.3598627061763,Background,167.23369871586345,-48.167039695155566,-614.8563711110287
15.679607751740075,83.09203698018871,3495.7557414566863,Background,453.397697361372,401.3443610395109,-10.593958492122745
12.362869623727015,97.48501423855726,4870.934827370739,Background,153.64357945726704,421.2528770803576,-621.3366988260424
15.275290127557062,24.057921827691754,1008.8597323952935,Background,-433.7839526950372,-456.0150697244204,-510.7686964998526
5.872920715680181,37.704083049577726,1538.5124353899268,Background,350.2970058099044,309.88501768404006,-461.55676481147134
12.928570217885097,82.89370883499559,2513.5671183769546,Background,79.863391082999,140.910120816385,-538.3168900804964
9.40931271764043,,293.49548721167656,Background,100.05228557777535,293.3378002362563,-511.85541804584625
18.977506400126355,93.3051640741347,1929.734848294216,Background,-76.12790399073232,-314.2956408336719,-737.6746902112045
11.668414019320382,83.81810751146826,1744.2932952310716,Background,190.01735301987088,295.7201990145194,-450.272642788662
8.718878107223535,32.01284784425563,865.6750937343397,Background,-269.3716662273875,120.2557699605128,-470.24774387920576
14.13797104385415,68.36119043414753,2237.3042823879928,Background,304.6415889240708,78.33951338323708,-184.93737947399302
13.617607506177377,48.33918647335648,1064.1910092373644,Background,81.77718464899075,-365.85002240548283,-136.2410862675859
6.063131911032866,12.424359872704205,607.6854388797886,Background,217.48516773122083,273.5977837615657,-439.0428585989459
14.895724221502917,6.185475158016872,264.7966741808863,Background,-288.60678057399633,268.2987333867909,-671.4738888721921
6.911495456958382,27.30390240535109,655.2132959400464,Background,-248.2160572849499,54.862039197930535,-91.79737223774298
16.605108867010316,83.41681438662111,1905.0366146938188,Background,-103.07319324750542,453.64747307440945,-861.5087243424231
2.3364929316416356,37.76145022674312,1785.3361496345772,Background,480.1690105736977,338.48153980273685,-716.7102533265082
16.497370946652747,56.341467648609154,1248.201803740774,Background,411.5775203781699,-426.56047566048204,-162.90209319043737
14.070147860987507,27.260661941628253,1057.9101777783833,Background,184.85343849409398,452.48674814580846,-375.62108731450996
11.007526063589529,94.94476311415593,3728.4850846376344,Background,-326.96832347159545,-69.2124814388173,-382.6332669667115
14.549251863986374,55.11099544443284,2644.905978865538,Background,438.4475745519266,250.11552795234638,-31.150413490681927
3.472423965747886,88.83201701099823,2260.9808165328254,Background,-211.42937833793306,-271.027762491339,-775.7211184346124
8.24635026880005,63.58693952773734,3048.4498732716397,Background,29.726325531669097,419.5620361610551,-308.6688456856711
14.223225748547272,19.78832127636375,618.7692128128245,Background,34.416179196294806,142.6972377757384,-913.0321472599659
10.030321505910074,89.75476367115952,2370.4396290055306,Background,-490.0902977165086,76.04800730795758,-601.4612408128693
6.736070309187487,11.168296399032434,230.6873950555318,Background,140.3182812283492,-39.90515039451192,-257.51203399673227
13.627869953262968,49.941155971972975,2361.0618422254665,Background,189.45838333166088,64.67290838417728,-683.115629535614
12.447195261165188,90.03234375752788,4014.1893069063485,Background,-332.54426978458196,-492.5504701313854,-280.1651771193152
10.056013430021995,85.9498148692575,4067.1486011309216,Background,-451.48696948244384,-394.74719095076773,-217.75673051517907
3.921413741102617,53.92952958850083,2217.6910737948633,Background,155.13094808236283,-442.63654159981655,-356.6276677562593
4.205800039049662,29.776405086638306,1281.714033071834,Background,-454.67390814469775,1.8123131353818822,-924.2586874768862
7.846426066024222,28.19101862008889,1042.1872645537342,Background,-369.5144681157567,-106.49052050711339,-202.26991831774566
12.116546872550897,49.89136874568453,1677.7529157341535,Background,-163.94320740866908,465.0717144089512,-319.57458217540426
19.692990503407163,77.57531412353828,3130.5982755326236,Background,350.98665253885076,483.07432723347887,-490.8147582372013
10.120088581064225,31.590883438647296,1553.2797011395178,Background,-435.1887209188874,219.9893054084201,-900.146896285021
7.095769583551199,31.92844813553819,1568.2813644474422,Background,169.95934247558975,-282.53190046957,-430.43564781776644
16.502187188275972,22.46663648306385,782.8812774459498,Background,-147.49878945278616,-401.7452805864216,-857.3534858446347
1.5798309272241364,14.017882941595957,370.36019575321285,Background,214.49503016073967,86.17060403129328,-959.0970596767778
19.309072076408786,26.075804111311584,628.6352406998731,Background,137.1855388913934,254.98218855024234,-302.75731110022184
7.833794105562003,65.13718656006951,2125.0813994856753,Background,-426.10788742830283,-250.61452061800594,-507.7566583172605
5.979432642137168,42.18696427660225,1197.7424745794651,Background,-61.75042015031629,-56.304228607978345,-521.5246754244067
18.120863958932492,69.50279719006521,1463.2666058369746,Background,-182.167653898325,-229.3157436968417,-84.86421373045661
18.914528597730982,63.349734915391096,3034.7245939188037,Background,450.018491320299,-71.04017171668042,-985.5288615062836
11.826807123270518,22.74824368194051,1031.2919875108466,Background,-335.6466793187517,-142.55505424617277,-146.6325065572337
8.563249440198478,33.5743661971028,791.5744723709369,Background,452.54320421128233,21.89086121753714,-380.2354417722946
7.552617008066302,9.213227363996813,321.4186298552931,Background,-461.0651308103676,-295.2534278791318,-173.86558153057396
15.196092736682633,58.570683148512245,1801.5613312912394,Background,-335.72359967093035,464.5066271117003,-510.34479898943806
9.11136545699544,94.52004649074347,4034.603929274713,Background,-149.3948838196888,402.047308027765,-923.4648010628661
9.474615626535948,74.72893293218303,2258.801775134012,Background,498.7489380835899,-130.90853056809425,-890.576220965433
1.712735729751195,13.635986502849033,470.47849759237675,Background,86.77377518080098,-385.7319522174383,-430.1252998595523
15.289561830442342,62.33144456029206,2486.364899337822,Background,149.1586555194373,-331.54178323824414,-399.97498790195
8.370319522954247,84.89073369272866,2228.5823187987507,Background,-186.8294446123697,314.60711571067577,-933.6052375123161
16.15442333501652,57.250988359306525,2331.037016241018,Background,39.85526738156353,434.66106473941903,-993.4863654046951
7.981408963222365,28.499500516797564,1157.1188579512996,Background,128.27980953673855,281.69541612836,-747.8744574325506
6.800137226068511,81.93877370774429,1846.3036086614004,Background,221.1425982709775,431.0695606351986,-756.1616364631342
3.3816010919339625,99.05183090867398,4021.3218303772114,Background,-27.47866685452227,-358.4664014381953,-678.1653975973898
19.483640702288334,70.97674160910448,3545.399735688674,Background,223.6589484604127,202.15199929228055,-918.3608130504136
3.735656041853407,79.4038502246768,2627.2096967000325,Background,-340.8840445764625,63.177030686235035,-252.01347869026392
16.3234504364859,81.18831086503026,3997.656927872411,Background,-123.685382021541,359.79230939483466,-705.630952196286
1.9470945281976182,11.458289567783028,447.5245454932089,Background,-370.4448941140833,213.85470304025068,-589.5255066561567
4.884248992269822,87.05296204033966,3111.4521129168893,Background,-220.75542125740157,-353.0100208999578,-955.2808550015018
2.3018751377504643,67.89315823667145,2685.7656207459513,Background,-211.1623795124251,-358.7291473820488,-17.339843581780645
16.808347268226807,99.6881295247479,2554.525842342038,Background,-449.64076281099864,335.61784640027435,-616.7072619477784
17.2096433206414,93.79199854416073,2025.6641814843865,Background,-18.73501751279072,209.39953256385414,-751.9895557261542
2.691789130619574,83.72394769589825,2576.603516017992,Background,5.170946683938027,236.73141279526243,-499.3769959079599
11.496358931809164,47.356584882605375,1660.6738809017231,Background,145.4747055771012,-372.5017881741859,-932.9768351809381
13.757892263818697,99.38453655635945,4892.448669239414,Background,287.74893886536546,287.4485837086599,-892.7128035313824
8.429503015831909,37.828584472818,1044.422951945055,Background,-318.89300267335506,307.8621418188643,-486.59053387472284
1.094550769152616,80.83905200211201,1919.4741386650642,Background,-281.3388110396439,286.9192275346665,-935.265904841283
6.732358072562362,18.688488438726463,924.7512587165196,Background,439.21730775690224,-475.1337052559299,-261.69858296812964
2.3191502669338635,82.8470677010816,1896.3695834184782,Background,409.5617021152621,7.319230011647693,-143.75920116628726
16.384043122356953,12.100724433702164,304.9335313664058,Background,-115.2958116137176,-387.7395886973866,-340.69523788146927
15.426649328927986,87.20887605276869,2729.3215588889025,Background,481.848106922237,182.1540041956834,-57.65863130698512
6.881430699911009,15.128148310649356,458.19511057138334,Background,247.8026368313957,328.4430238864671,-833.2957479109278
4.974588355427825,85.06894047336927,2646.145548523326,Background,-122.39037015210053,-303.3218481838703,-443.2269341023283
15.94966264383087,81.19628608113938,2527.9587945371386,Background,-178.0400301302697,339.8030702252305,-240.09559635175603
11.832150191598961,8.666363201946202,245.4037285173493,Background,-129.77383274198394,-280.829103043768,-660.0994948222286
7.030442541308934,97.35577354765748,3810.475691025874,Background,-398.62475640468443,39.59142773663649,-854.9772183327123
12.508700468233233,55.84778626472003,2259.8508935169953,Background,-45.14450198151299,-440.3215223820645,-772.8216677864447
15.04429145433788,25.42782488633176,876.9058341813475,Background,-111.84170276012017,226.193521310989,-871.9209831398539
7.069250523233709,62.61260006229379,2866.800606825083,Background,162.43270307324065,-110.56024724836277,-400.50346772874144
